Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Price_log,Type_Lumped,Make_Lumped,Region_Lumped,Car_Age,is_classic,car_class,Mileage_per_Age,Price_Deviation_by_Make,Car_Age_Sq
Mohave,Riyadh,Kia,Automatic,Other,Semi Full,2017,3.7,75000,True,4395.0,8.388450315523512,Other,Kia,Riyadh,8,0,Standard,8333.333333333334,-32269.628099173555,64
FJ,Abha,Toyota,Automatic,Saudi,Standard,2009,4.0,390000,True,4225.0,8.349011198176003,Other,Toyota,Other,16,0,Standard,22941.176470588234,-49374.55705173636,256
Edge,Riyadh,Ford,Automatic,Other,Standard,2013,3.5,276,True,4470.0,8.405367376233981,Other,Ford,Riyadh,12,0,Standard,21.23076923076923,-37644.53728489484,144
CX5,Jeddah,Mazda,Manual,Saudi,Full,2017,2.5,130,True,4405.0,8.39072252736229,Other,Mazda,Jeddah,8,0,Standard,14.444444444444445,-47220.47244094488,64
Land Cruiser,Riyadh,Toyota,Automatic,Other,Full,2020,4.0,20000,True,4390.0,8.387312270561717,Land Cruiser,Toyota,Riyadh,5,0,Standard,3333.3333333333335,-49374.55705173636,25
Taurus,Al-Medina,Ford,Automatic,Saudi,Standard,2017,2.3,45000,True,4350.0,8.37816098272068,Taurus,Ford,Al-Medina,8,0,Standard,5000.0,-37644.53728489484,64
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.7,24000,True,4340.0,8.375860015299594,Furniture,Toyota,Jeddah,8,0,Standard,2666.6666666666665,-49374.55705173636,64
Mohave,Riyadh,Kia,Automatic,Other,Full,2015,3.8,316884,True,4325.0,8.372398606513004,Other,Kia,Riyadh,10,0,Standard,28807.636363636364,-32269.628099173555,100
Taurus,Makkah,Ford,Automatic,Other,Standard,2010,2.9,2200,True,4390.0,8.387312270561717,Taurus,Ford,Makkah,15,0,Standard,137.5,-37644.53728489484,225
Suburban,Taef,GMC,Automatic,Saudi,Standard,2013,5.3,180000,True,4220.0,8.347827345782498,Suburban,GMC,Taef,12,0,Standard,13846.153846153846,-45936.28158844765,144
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.4,270000,True,4265.0,8.358431899031295,Accent,Hyundai,Riyadh,10,0,Standard,24545.454545454544,-34998.635658914725,100
Suburban,Riyadh,Chevrolet,Automatic,Other,Semi Full,1999,9.0,200000,True,4170.0,8.335911094196945,Suburban,Chevrolet,Riyadh,26,1,Standard,7407.407407407408,-43863.534675615214,676
POS24,Taef,Mercedes,Manual,Other,Standard,1982,8.0,1000,True,4375.0,8.383890344101816,Other,Mercedes,Taef,43,1,Standard,22.727272727272727,-125968.88888888889,1849
Land Cruiser 70,Al-Medina,Toyota,Manual,Other,Full,2018,4.0,189,True,4420.0,8.394121193826242,Other,Toyota,Al-Medina,7,0,Standard,23.625,-49374.55705173636,49
Sonata,Jeddah,Hyundai,Automatic,Other,Semi Full,2015,3.3,156500,True,4260.0,8.357259153499912,Sonata,Hyundai,Jeddah,10,0,Standard,14227.272727272728,-34998.635658914725,100
Furniture,Tabouk,Toyota,Automatic,Saudi,Semi Full,2018,2.7,30000,True,4335.0,8.374707543119483,Furniture,Toyota,Tabouk,7,0,Standard,3750.0,-49374.55705173636,49
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,152000,True,4295.0,8.3654396361887,Other,Toyota,Jeddah,9,0,Standard,15200.0,-49374.55705173636,81
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2012,5.3,267,True,4335.0,8.374707543119483,Yukon,GMC,Dammam,13,0,Standard,19.071428571428573,-45936.28158844765,169
Other,Aseer,Honda,Manual,Other,Full,1985,1.0,20000,True,4435.0,8.397508348470257,Other,Honda,Aseer,40,1,Standard,487.8048780487805,-45154.782608695656,1600
Acadia,Makkah,GMC,Automatic,Other,Semi Full,2008,1.6,27000,True,4380.0,8.385032287813898,Other,GMC,Makkah,17,0,Standard,1500.0,-45936.28158844765,289
Senta fe,Najran,Hyundai,Automatic,Saudi,Full,2009,3.3,280000,True,4220.0,8.347827345782498,Other,Hyundai,Other,16,0,Standard,16470.58823529412,-34998.635658914725,256
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,86000,True,4340.0,8.375860015299594,Other,Nissan,Dammam,9,0,Standard,8600.0,-34575.520833333336,81
Taurus,Aseer,Ford,Automatic,Saudi,Standard,2017,3.5,80000,True,4300.0,8.366602832783736,Taurus,Ford,Aseer,8,0,Standard,8888.888888888889,-37644.53728489484,64
A7,Riyadh,Audi,Automatic,Saudi,Full,2014,2.8,182000,True,4315.0,8.370084326378025,Other,Other,Riyadh,11,0,Premium,15166.666666666666,-83184.21052631579,121
Town Car,Taef,Lincoln,Automatic,Other,Semi Full,2011,4.6,96162,True,4355.0,8.37930948405285,Other,Other,Taef,14,0,Premium,6410.8,-41843.75,196
Taurus,Aseer,Ford,Automatic,Saudi,Semi Full,2015,8.0,219819,True,4170.0,8.335911094196945,Taurus,Ford,Aseer,10,0,Standard,19983.545454545456,-37644.53728489484,100
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,149818,True,4245.0,8.353732642263202,Camry,Toyota,Jeddah,9,0,Standard,14981.8,-49374.55705173636,81
Elantra,Jazan,Hyundai,Manual,Saudi,Semi Full,2008,2.0,400,True,4300.0,8.366602832783736,Elantra,Hyundai,Other,17,0,Standard,22.22222222222222,-34998.635658914725,289
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,127500,True,4360.0,8.380456667842767,Other,Mazda,Riyadh,9,0,Standard,12750.0,-47220.47244094488,81
Flex,Riyadh,Ford,Automatic,Other,Full,2014,3.5,173000,True,4345.0,8.377011160816375,Other,Ford,Riyadh,11,0,Standard,14416.666666666666,-37644.53728489484,121
Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,93000,True,4305.0,8.367764677924308,Hilux,Toyota,Dammam,9,0,Standard,9300.0,-49374.55705173636,81
Innova,Riyadh,Toyota,Automatic,Other,Full,2014,2.7,205,True,4455.0,8.40200678160712,Other,Toyota,Riyadh,11,0,Standard,17.083333333333332,-49374.55705173636,121
Hilux,Taef,Toyota,Manual,Saudi,Full,2017,2.7,162,True,4345.0,8.377011160816375,Hilux,Toyota,Taef,8,0,Standard,18.0,-49374.55705173636,64
Durango,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2013,8.7,280,True,4350.0,8.37816098272068,Other,Dodge,Al-Medina,12,0,Standard,21.53846153846154,-52826.086956521736,144
Discovery,Jeddah,Land Rover,Automatic,Saudi,Full,2016,2.2,133,True,4415.0,8.392989587956931,Other,Land Rover,Jeddah,9,0,Premium,13.3,-188570.5128205128,81
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.7,323000,True,4175.0,8.337109129562474,Yukon,GMC,Riyadh,16,0,Standard,19000.0,-45936.28158844765,256
ES,Al-Medina,Lexus,Automatic,Saudi,Full,2017,3.4,128000,True,4290.0,8.364275084991524,ES,Lexus,Al-Medina,8,0,Premium,14222.222222222223,-116461.71171171172,64
Navara,Riyadh,Nissan,Automatic,Saudi,Standard,2012,2.5,193,True,4440.0,8.398634855292102,Other,Nissan,Riyadh,13,0,Standard,13.785714285714286,-34575.520833333336,169
F150,Dammam,Ford,Automatic,Other,Full,2014,6.2,126000,True,4315.0,8.370084326378025,Other,Ford,Dammam,11,0,Standard,10500.0,-37644.53728489484,121
Armada,Riyadh,Nissan,Automatic,Other,Full,2010,5.6,300000,True,4285.0,8.363109176033522,Other,Nissan,Riyadh,15,0,Standard,18750.0,-34575.520833333336,225
Sonata,Tabouk,Hyundai,Automatic,Other,Full,2015,2.0,120,True,4380.0,8.385032287813898,Sonata,Hyundai,Tabouk,10,0,Standard,10.909090909090908,-34998.635658914725,100
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2015,2.7,340000,True,4260.0,8.357259153499912,Hilux,Toyota,Riyadh,10,0,Standard,30909.090909090908,-49374.55705173636,100
Tahoe,Yanbu,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,372,True,4295.0,8.3654396361887,Tahoe,Chevrolet,Other,12,0,Standard,28.615384615384617,-43863.534675615214,144
LX,Qassim,Lexus,Automatic,Saudi,Full,2021,5.7,100,True,4365.0,8.38160253710989,Other,Lexus,Qassim,4,0,Premium,20.0,-116461.71171171172,16
Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.4,72000,True,4295.0,8.3654396361887,Sonata,Hyundai,Other,10,0,Standard,6545.454545454545,-34998.635658914725,100
Camry,Qassim,Toyota,Automatic,Other,Full,2019,3.6,70000,True,4310.0,8.368925174747135,Camry,Toyota,Qassim,6,0,Standard,10000.0,-49374.55705173636,36
Caprice,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,6.0,270000,True,4185.0,8.339500903005945,Other,Chevrolet,Qassim,12,0,Standard,20769.23076923077,-43863.534675615214,144
Cressida,Riyadh,Toyota,Manual,Saudi,Standard,1991,1.4,520000,True,4320.0,8.371242135931933,Other,Toyota,Riyadh,34,1,Standard,14857.142857142857,-49374.55705173636,1156
Tahoe,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,500000,True,4170.0,8.335911094196945,Tahoe,Chevrolet,Qassim,11,0,Standard,41666.666666666664,-43863.534675615214,121
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2019,2.7,55000,True,4310.0,8.368925174747135,Hilux,Toyota,Riyadh,6,0,Standard,7857.142857142857,-49374.55705173636,36
Furniture,Hail,Toyota,Manual,Saudi,Standard,2015,2.7,200000,True,4215.0,8.346642090221199,Furniture,Toyota,Other,10,0,Standard,18181.81818181818,-49374.55705173636,100
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2005,4.0,24200,True,4350.0,8.37816098272068,Range Rover,Land Rover,Riyadh,20,0,Premium,1152.3809523809523,-188570.5128205128,400
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2003,5.3,500000,True,4170.0,8.335911094196945,Suburban,Chevrolet,Riyadh,22,0,Standard,21739.130434782608,-43863.534675615214,484
Durango,Jubail,Dodge,Automatic,Saudi,Standard,2014,3.6,238,True,4390.0,8.387312270561717,Other,Dodge,Other,11,0,Standard,19.833333333333332,-52826.086956521736,121
LS,Riyadh,Lexus,Manual,Saudi,Full,2006,1.0,350,True,4415.0,8.392989587956931,Other,Lexus,Riyadh,19,0,Premium,17.5,-116461.71171171172,361
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2016,2.5,130000,True,4350.0,8.37816098272068,Other,Mazda,Qassim,9,0,Standard,13000.0,-47220.47244094488,81
Marquis,Najran,Ford,Automatic,Other,Full,2008,4.6,500,True,4360.0,8.380456667842767,Other,Ford,Other,17,0,Standard,27.77777777777778,-37644.53728489484,289
Patrol,Hail,Nissan,Manual,Other,Standard,2015,4.0,335000,True,4220.0,8.347827345782498,Patrol,Nissan,Other,10,0,Standard,30454.545454545456,-34575.520833333336,100
H9,Riyadh,HAVAL,Automatic,Saudi,Full,2021,2.0,600,True,4430.0,8.39638057119949,Other,Other,Riyadh,4,0,Standard,120.0,-41492.857142857145,16
X-Trail,Dammam,Nissan,Automatic,Saudi,Standard,2017,2.5,57000,True,4355.0,8.37930948405285,Other,Nissan,Dammam,8,0,Standard,6333.333333333333,-34575.520833333336,64
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,3.5,300,True,4390.0,8.387312270561717,Taurus,Ford,Riyadh,11,0,Standard,25.0,-37644.53728489484,121
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,9500,True,4435.0,8.397508348470257,Other,Other,Riyadh,4,0,Standard,1900.0,-32430.555555555555,16
A4,Dammam,Audi,Automatic,Gulf Arabic,Full,2014,2.0,324000,True,4290.0,8.364275084991524,Other,Other,Dammam,11,0,Premium,27000.0,-83184.21052631579,121
FJ,Najran,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,337243,True,4255.0,8.35608503102148,Other,Toyota,Other,10,0,Standard,30658.454545454544,-49374.55705173636,100
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,62000,True,4345.0,8.377011160816375,Other,Other,Dammam,5,0,Standard,10333.333333333334,-32430.555555555555,25
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,210,True,4435.0,8.397508348470257,Other,Hyundai,Riyadh,7,0,Standard,26.25,-34998.635658914725,49
GS,Abha,Geely,Automatic,Saudi,Full,2016,2.4,163000,True,4265.0,8.358431899031295,Other,Other,Other,9,0,Standard,16300.0,-34104.166666666664,81
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,274634,True,4235.0,8.351374706721296,Hilux,Toyota,Riyadh,9,0,Standard,27463.4,-49374.55705173636,81
Hilux,Jubail,Toyota,Manual,Saudi,Semi Full,2020,2.7,17800,True,4315.0,8.370084326378025,Hilux,Toyota,Other,5,0,Standard,2966.6666666666665,-49374.55705173636,25
Explorer,Jazan,Ford,Automatic,Other,Full,2006,3.5,280,True,4375.0,8.383890344101816,Other,Ford,Other,19,0,Standard,14.0,-37644.53728489484,361
Victoria,Aseer,Ford,Automatic,Other,Semi Full,1999,4.6,391047,True,4265.0,8.358431899031295,Other,Ford,Aseer,26,1,Standard,14483.222222222223,-37644.53728489484,676
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,182600,True,4245.0,8.353732642263202,Yukon,GMC,Riyadh,10,0,Standard,16600.0,-45936.28158844765,100
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2016,4.6,167643,True,4220.0,8.347827345782498,Land Cruiser,Toyota,Dammam,9,0,Standard,16764.3,-49374.55705173636,81
Patrol,Riyadh,Nissan,Manual,Saudi,Semi Full,1997,4.0,85000,True,4355.0,8.37930948405285,Patrol,Nissan,Riyadh,28,1,Standard,2931.0344827586205,-34575.520833333336,784
Corolla,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2008,1.6,262817,True,4180.0,8.338305731356565,Corolla,Toyota,Al-Ahsa,17,0,Standard,14600.944444444445,-49374.55705173636,289
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2012,5.4,176,True,4370.0,8.382747094863314,Expedition,Ford,Riyadh,13,0,Standard,12.571428571428571,-37644.53728489484,169
D-MAX,Qassim,Isuzu,Manual,Saudi,Standard,2017,2.5,171461,True,4285.0,8.363109176033522,Other,Other,Qassim,8,0,Standard,19051.222222222223,-34340.0,64
Senta fe,Dammam,Hyundai,Automatic,Saudi,Full,2016,3.3,295000,True,4265.0,8.358431899031295,Other,Hyundai,Dammam,9,0,Standard,29500.0,-34998.635658914725,81
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,300000,True,4295.0,8.3654396361887,Other,Toyota,Riyadh,12,0,Standard,23076.923076923078,-49374.55705173636,144
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,20000,True,4355.0,8.37930948405285,Yukon,GMC,Riyadh,8,0,Standard,2222.222222222222,-45936.28158844765,64
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,130000,True,4335.0,8.374707543119483,Accent,Hyundai,Riyadh,8,0,Standard,14444.444444444445,-34998.635658914725,64
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2009,1.6,400,True,4325.0,8.372398606513004,Furniture,Toyota,Al-Medina,16,0,Standard,23.529411764705884,-49374.55705173636,256
H3,Riyadh,Hummer,Automatic,Saudi,Full,2007,3.5,411000,True,4315.0,8.370084326378025,Other,Other,Riyadh,18,0,Standard,21631.57894736842,-12000.0,324
G80,Riyadh,Genesis,Automatic,Saudi,Full,2018,5.0,91000,True,4355.0,8.37930948405285,Other,Other,Riyadh,7,0,Premium,11375.0,-89883.33333333333,49
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,284,True,4380.0,8.385032287813898,Sonata,Hyundai,Riyadh,9,0,Standard,28.4,-34998.635658914725,81
Elantra,Besha,Hyundai,Automatic,Other,Full,2016,2.0,309000,True,4210.0,8.345455428161928,Elantra,Hyundai,Other,9,0,Standard,30900.0,-34998.635658914725,81
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,52000,True,4345.0,8.377011160816375,Other,Mazda,Jeddah,6,0,Standard,7428.571428571428,-47220.47244094488,36
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2017,4.6,130000,True,4255.0,8.35608503102148,Land Cruiser,Toyota,Other,8,0,Standard,14444.444444444445,-49374.55705173636,64
Avalon,Riyadh,Toyota,Automatic,Other,Full,2008,3.5,169000,True,4300.0,8.366602832783736,Other,Toyota,Riyadh,17,0,Standard,9388.888888888889,-49374.55705173636,289
SL,Riyadh,Mercedes,Automatic,Other,Standard,1997,1.0,400000,True,4345.0,8.377011160816375,Other,Mercedes,Riyadh,28,1,Standard,13793.103448275862,-125968.88888888889,784
Marquis,Riyadh,Ford,Automatic,Other,Full,2006,1.0,25000,True,4445.0,8.399760094524142,Other,Ford,Riyadh,19,0,Standard,1250.0,-37644.53728489484,361
S,Jeddah,Mercedes,Automatic,Saudi,Standard,2015,5.0,39000,True,4340.0,8.375860015299594,S,Mercedes,Jeddah,10,0,Standard,3545.4545454545455,-125968.88888888889,100
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,345000,True,4210.0,8.345455428161928,Expedition,Ford,Riyadh,17,0,Standard,19166.666666666668,-37644.53728489484,289
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2011,1.6,317135,True,4245.0,8.353732642263202,Accent,Hyundai,Riyadh,14,0,Standard,21142.333333333332,-34998.635658914725,196
Yukon,Al-Medina,GMC,Automatic,Saudi,Standard,2016,4.0,75000,True,4295.0,8.3654396361887,Yukon,GMC,Al-Medina,9,0,Standard,7500.0,-45936.28158844765,81
Land Cruiser Pickup,Al-Baha,Toyota,Manual,Other,Standard,1980,4.0,44000,True,4385.0,8.386172928977834,Other,Toyota,Other,45,1,Standard,956.5217391304348,-49374.55705173636,2025
RX,Jeddah,Lexus,Automatic,Saudi,Full,2003,3.5,270,True,4385.0,8.386172928977834,Other,Lexus,Jeddah,22,0,Premium,11.73913043478261,-116461.71171171172,484
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,195,True,4360.0,8.380456667842767,Other,Chevrolet,Riyadh,11,0,Standard,16.25,-43863.534675615214,121
Pathfinder,Riyadh,Nissan,Manual,Saudi,Full,2005,3.5,317000,True,4265.0,8.358431899031295,Other,Nissan,Riyadh,20,0,Standard,15095.238095238095,-34575.520833333336,400
D-MAX,Aseer,Isuzu,Manual,Saudi,Semi Full,2014,3.0,177,True,4400.0,8.38958706681109,Other,Other,Aseer,11,0,Standard,14.75,-34340.0,121
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,27000,True,4365.0,8.38160253710989,Camry,Toyota,Riyadh,8,0,Standard,3000.0,-49374.55705173636,64
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,88089,True,4320.0,8.371242135931933,Sonata,Hyundai,Riyadh,9,0,Standard,8808.9,-34998.635658914725,81
Optima,Tabouk,Kia,Automatic,Saudi,Semi Full,2018,2.4,187000,True,4280.0,8.361941906144946,Other,Kia,Tabouk,7,0,Standard,23375.0,-32269.628099173555,49
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,47002,True,4295.0,8.3654396361887,Corolla,Toyota,Jeddah,5,0,Standard,7833.666666666667,-49374.55705173636,25
Patrol,Makkah,Nissan,Manual,Saudi,Standard,2000,4.0,350000,True,4185.0,8.339500903005945,Patrol,Nissan,Makkah,25,0,Standard,13461.538461538461,-34575.520833333336,625
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,139000,True,4305.0,8.367764677924308,Yukon,GMC,Riyadh,8,0,Standard,15444.444444444445,-45936.28158844765,64
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,64731,True,4285.0,8.363109176033522,Land Cruiser,Toyota,Riyadh,9,0,Standard,6473.1,-49374.55705173636,81
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.2,169000,True,4230.0,8.350193650720067,Camry,Toyota,Al-Medina,9,0,Standard,16900.0,-49374.55705173636,81
E,Riyadh,Mercedes,Automatic,Other,Full,2016,3.5,120000,True,4395.0,8.388450315523512,Other,Mercedes,Riyadh,9,0,Standard,12000.0,-125968.88888888889,81
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,35900,True,4350.0,8.37816098272068,Prado,Toyota,Riyadh,6,0,Standard,5128.571428571428,-49374.55705173636,36
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2011,1.0,400,True,4390.0,8.387312270561717,Hilux,Toyota,Riyadh,14,0,Standard,26.666666666666668,-49374.55705173636,196
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2014,2.4,30000,True,4430.0,8.39638057119949,Other,Kia,Riyadh,11,0,Standard,2500.0,-32269.628099173555,121
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,233000,True,4240.0,8.352554369474591,Land Cruiser,Toyota,Riyadh,14,0,Standard,15533.333333333334,-49374.55705173636,196
Cadenza,Dammam,Kia,Automatic,Saudi,Semi Full,2019,3.0,128000,True,4340.0,8.375860015299594,Other,Kia,Dammam,6,0,Standard,18285.714285714286,-32269.628099173555,36
Pathfinder,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,4.0,208000,True,4325.0,8.372398606513004,Other,Nissan,Riyadh,11,0,Standard,17333.333333333332,-34575.520833333336,121
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.0,94000,True,4325.0,8.372398606513004,Elantra,Hyundai,Riyadh,7,0,Standard,11750.0,-34998.635658914725,49
Yukon,Taef,GMC,Automatic,Other,Full,2002,5.7,198,True,4305.0,8.367764677924308,Yukon,GMC,Taef,23,0,Standard,8.25,-45936.28158844765,529
Furniture,Jazan,Toyota,Automatic,Saudi,Full,2015,4.0,250000,True,4190.0,8.340694647925071,Furniture,Toyota,Other,10,0,Standard,22727.272727272728,-49374.55705173636,100
ES,Makkah,Lexus,Automatic,Saudi,Standard,2020,2.5,10000,True,4350.0,8.37816098272068,ES,Lexus,Makkah,5,0,Premium,1666.6666666666667,-116461.71171171172,25
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,106240,True,4380.0,8.385032287813898,Other,Kia,Riyadh,8,0,Standard,11804.444444444445,-32269.628099173555,64
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2019,4.0,77000,True,4320.0,8.371242135931933,Patrol,Nissan,Riyadh,6,0,Standard,11000.0,-34575.520833333336,36
Rio,Qassim,Kia,Automatic,Saudi,Semi Full,2015,1.4,220000,True,4280.0,8.361941906144946,Other,Kia,Qassim,10,0,Standard,20000.0,-32269.628099173555,100
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2019,1.6,68200,True,4345.0,8.377011160816375,Other,Kia,Jeddah,6,0,Standard,9742.857142857143,-32269.628099173555,36
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2003,4.5,294000,True,4175.0,8.337109129562474,Land Cruiser,Toyota,Tabouk,22,0,Standard,12782.608695652174,-49374.55705173636,484
Sonata,Abha,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,25000,True,4320.0,8.371242135931933,Sonata,Hyundai,Other,13,0,Standard,1785.7142857142858,-34998.635658914725,169
6,Riyadh,Mazda,Automatic,Saudi,Standard,2017,2.5,77900,True,4370.0,8.382747094863314,Other,Mazda,Riyadh,8,0,Standard,8655.555555555555,-47220.47244094488,64
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,338,True,4375.0,8.383890344101816,Hilux,Toyota,Riyadh,10,0,Standard,30.727272727272727,-49374.55705173636,100
Flex,Riyadh,Ford,Automatic,Saudi,Full,2015,6.0,127000,True,4315.0,8.370084326378025,Other,Ford,Riyadh,10,0,Standard,11545.454545454546,-37644.53728489484,100
Innova,Qassim,Toyota,Automatic,Saudi,Semi Full,2015,2.7,270000,True,4260.0,8.357259153499912,Other,Toyota,Qassim,10,0,Standard,24545.454545454544,-49374.55705173636,100
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2014,1.5,230000,True,4225.0,8.349011198176003,Accent,Hyundai,Jeddah,11,0,Standard,19166.666666666668,-34998.635658914725,121
The 7,Riyadh,BMW,Automatic,Saudi,Full,2014,2.0,113000,True,4370.0,8.382747094863314,Other,BMW,Riyadh,11,0,Premium,9416.666666666666,-109076.28865979382,121
Corolla,Jazan,Toyota,Automatic,Saudi,Standard,2010,2.0,25000,True,4325.0,8.372398606513004,Corolla,Toyota,Other,15,0,Standard,1562.5,-49374.55705173636,225
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2011,4.6,360000,True,4200.0,8.343077871169383,Land Cruiser,Toyota,Qassim,14,0,Standard,24000.0,-49374.55705173636,196
Camry,Khobar,Toyota,Automatic,Other,Semi Full,2000,2.5,300000,True,4165.0,8.334711621820917,Camry,Toyota,Other,25,0,Standard,11538.461538461539,-49374.55705173636,625
Sentra,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.6,98496,True,4370.0,8.382747094863314,Other,Nissan,Qassim,9,0,Standard,9849.6,-34575.520833333336,81
Wrangler,Riyadh,Jeep,Automatic,Saudi,Standard,2014,3.6,77000,True,4385.0,8.386172928977834,Other,Other,Riyadh,11,0,Standard,6416.666666666667,-63481.48148148148,121
